measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.1139,2913.8809,1105.5784,1275.0835,5381.6204,38.6328,17.9772,2.1791,2.2244,472.0614,229058.232
microtubule,2,3,2.2698,2389.8809,680.1738,1308.0909,3897.8206,28.7816,20.5648,0.6356,2.1791,288.8555,140161.284
microtubule,3,3,2.1162,2404.0754,784.3144,973.6204,3756.7952,28.5547,29.2356,1.2257,1.7251,273.2681,132597.838
microtubule,1,2,3.1139,81.6939,34.5218,16.4685,178.8421,38.6328,17.9772,2.1791,2.2244,51.5069,24992.6805
microtubule,2,2,2.2698,195.3162,43.048,109.5548,287.2316,28.7816,20.5648,0.6356,2.1791,49.4687,24003.6911
microtubule,3,2,2.1162,147.9414,33.3841,81.1155,233.6837,28.5547,29.2356,1.2257,1.7251,41.8724,20317.7166
background,1,3,3.1139,1146.3961,440.3707,574.0079,2068.7613,38.3604,18.3404,2.1791,2.2244,217.0813,105334.302
background,2,3,2.2698,1345.7347,232.3356,925.9788,1821.5213,29.1448,20.6102,0.6356,2.1791,179.1107,86909.8289
background,3,3,2.1162,1260.2125,433.3233,598.6781,2068.4546,28.8724,29.0086,1.2257,1.7251,160.1147,77692.4219
background,1,2,3.1139,103.0787,35.1468,35.6326,189.424,38.3604,18.3404,2.1791,2.2244,54.5919,26489.6165
background,2,2,2.2698,218.9748,43.0804,121.5148,306.5164,29.1448,20.6102,0.6356,2.1791,51.9553,25210.2799
background,3,2,2.1162,162.8191,42.488,56.7373,247.092,28.8724,29.0086,1.2257,1.7251,43.3441,21031.8494
