measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.5112,503.4096,376.6802,80.9081,1236.4364,16.7515,45.9871,1.9067,1.6343,84.6106,41055.5963
microtubule,2,3,2.3554,1113.5848,239.6021,512.274,1517.1202,20.474,45.8055,1.0895,2.0883,146.7253,71195.4733
microtubule,3,3,1.7681,796.5757,203.812,399.8302,1253.1261,22.7892,46.7134,0.8625,1.5435,84.6034,41052.0695
microtubule,1,2,2.5112,254.2436,71.5301,90.2748,396.7376,16.7515,45.9871,1.9067,1.6343,58.2781,28278.2503
microtubule,2,2,2.3554,338.0653,75.7265,195.6772,510.3872,20.474,45.8055,1.0895,2.0883,64.3116,31205.8966
microtubule,3,2,1.7681,465.4409,79.8082,332.1005,651.8731,22.7892,46.7134,0.8625,1.5435,59.0373,28646.6451
background,1,3,2.5112,56.5011,36.6619,-30.0662,150.2257,16.4337,45.7147,1.9067,1.6343,33.0333,16028.7189
background,2,3,2.3554,136.4915,35.8039,76.4308,225.2444,20.701,45.9417,1.0895,2.0883,40.0007,19409.5296
background,3,3,1.7681,138.3054,56.853,52.0794,301.774,22.5169,46.441,0.8625,1.5435,30.3387,14721.2554
background,1,2,2.5112,248.6098,79.9637,85.8936,430.7548,16.4337,45.7147,1.9067,1.6343,57.6279,27962.7596
background,2,2,2.3554,346.9806,89.6174,198.2245,592.7748,20.701,45.9417,1.0895,2.0883,65.2854,31678.4052
background,3,2,1.7681,521.3126,144.4918,320.3116,768.1328,22.5169,46.441,0.8625,1.5435,63.6431,30881.5128
