measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.1471,4879.2978,809.4072,3032.0788,6008.2912,15.3442,23.334,2.0883,0.4994,508.2839,246634.51
microtubule,2,3,2.4303,3573.3364,738.6298,2332.8442,4768.7453,29.5534,16.5245,1.3165,2.0429,434.3801,210774.169
microtubule,3,3,2.2794,5049.504,897.3689,3311.6789,7101.7028,31.4601,25.9216,1.5889,1.6343,557.9412,270729.685
microtubule,1,2,2.1471,1007.8394,243.6323,482.2444,1372.2499,15.3442,23.334,2.0883,0.4994,121.4364,58924.5607
microtubule,2,2,2.4303,629.2575,174.1198,225.9944,984.2444,29.5534,16.5245,1.3165,2.0429,96.2342,46695.7225
microtubule,3,2,2.2794,1298.9086,325.4951,705.2764,2046.8804,31.4601,25.9216,1.5889,1.6343,159.619,77451.8759
background,1,3,2.1471,1193.2134,653.5737,489.3101,2469.0788,15.4349,23.6972,2.0883,0.4994,143.6484,69702.4592
background,2,3,2.4303,819.5735,504.3641,373.8566,2318.3998,29.9166,16.4337,1.3165,2.0429,122.2456,59317.2069
background,3,3,2.2794,2594.4069,518.9013,1867.2629,4072.5788,31.3693,26.421,1.5889,1.6343,299.8986,145519.732
background,1,2,2.1471,277.5642,79.3835,158.4941,458.2444,15.4349,23.6972,2.0883,0.4994,49.196,23871.35
background,2,2,2.4303,191.9613,62.6892,110.158,410.7444,29.9166,16.4337,1.3165,2.0429,46.6674,22644.429
background,3,2,2.2794,724.6903,107.041,505.8004,1019.7444,31.3693,26.421,1.5889,1.6343,99.2658,48166.7399
