measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.3593,3956.7224,669.7137,3074.1064,5946.0102,40.2671,47.0312,2.0429,1.1803,454.6747,220621.702
microtubule,2,3,1.687,3795.091,457.3573,2864.8042,4578.5171,44.8067,36.9985,1.5435,0.681,313.3353,152039.602
microtubule,3,3,2.4799,3356.1277,513.5665,2594.0488,4272.8672,34.0023,31.3239,0.9987,2.2698,411.0968,199476.419
microtubule,1,2,2.3593,9781.8427,492.3815,8768.448,10825.7556,40.2671,47.0312,2.0429,1.1803,1139.537,552937.315
microtubule,2,2,1.687,8083.7277,767.3547,7088.0632,9402.8357,44.8067,36.9985,1.5435,0.681,684.0414,331917.25
microtubule,3,2,2.4799,13836.6983,1163.2556,12222.0271,15731.8454,34.0023,31.3239,0.9987,2.2698,1672.0069,811307.563
background,1,3,2.3593,734.4575,377.6098,390.9719,2101.9814,40.5394,47.2582,2.0429,1.1803,102.7177,49841.6636
background,2,3,1.687,436.5749,156.7384,302.0488,956.8293,44.9429,36.6807,1.5435,0.681,50.3184,24415.9918
background,3,3,2.4799,853.002,408.7426,476.976,1839.5034,34.3201,31.3693,0.9987,2.2698,122.213,59301.3817
background,1,2,2.3593,7985.9481,494.2975,7009.448,9011.4763,40.5394,47.2582,2.0429,1.1803,943.3776,457754.898
background,2,2,1.687,6277.2266,708.0156,5316.6325,7591.3903,44.9429,36.6807,1.5435,0.681,542.5681,263270.209
background,3,2,2.4799,12130.5076,1295.7407,10541.5173,15196.0632,34.3201,31.3693,0.9987,2.2698,1475.0968,715760.888
