measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.4534,8875.3491,1129.4989,6177.6644,10753.4144,46.0779,33.9569,0.3632,1.4073,631.8503,306592.594
microtubule,2,3,1.5515,6861.9498,1657.0786,3988.6644,9344.6263,50.9353,26.875,0.5448,1.4527,524.9162,254704.988
microtubule,3,3,1.4427,9251.9764,1062.3081,7535.7572,11299.8949,32.4588,34.5016,1.4073,0.3178,657.4644,319021.295
microtubule,1,2,1.4534,1496.3473,180.7226,1120.0012,1808.4231,46.0779,33.9569,0.3632,1.4073,138.4219,67166.4219
microtubule,2,2,1.5515,1087.2877,181.8022,719.0012,1387.8386,50.9353,26.875,0.5448,1.4527,117.3053,56920.0277
microtubule,3,2,1.4427,1513.2994,227.1339,1226.3293,1952.3918,32.4588,34.5016,1.4073,0.3178,139.5748,67725.8408
background,1,3,1.4534,2462.6069,552.3637,1441.6644,3630.6644,45.8509,34.0023,0.3632,1.4073,195.726,94972.1016
background,2,3,1.5515,592.7752,109.5265,453.2838,948.5848,51.3893,27.102,0.5448,1.4527,72.7158,35283.8789
background,3,3,1.4427,1067.866,152.304,846.8734,1502.1644,32.368,34.9102,1.4073,0.3178,100.8711,48945.6514
background,1,2,1.4534,874.0824,105.3787,747.0012,1090.6575,45.8509,34.0023,0.3632,1.4073,96.1023,46631.6797
background,2,2,1.5515,123.1629,33.1971,62.9493,190.0012,51.3893,27.102,0.5448,1.4527,47.7622,23175.6609
background,3,2,1.4427,1135.5371,134.0857,877.8332,1343.7912,32.368,34.9102,1.4073,0.3178,113.8835,55259.6846
