measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.2799,10663.7335,1957.5514,7022.5634,14053.5634,56.5645,40.0401,3.2686,0.2724,1687.558,818853.419
microtubule,2,3,2.4981,9643.3846,1335.9662,7337.5634,12112.3495,58.7436,36.9531,2.3606,0.8171,1176.8074,571021.987
microtubule,3,3,2.1658,5466.6184,1431.183,3809.5634,8427.2929,55.702,41.7198,1.8159,1.1803,607.9237,294982.695
microtubule,1,2,3.2799,4872.8456,1158.9639,3053.26,6385.76,56.5645,40.0401,3.2686,0.2724,779.3138,378146.25
microtubule,2,2,2.4981,2694.0664,312.8871,1917.76,3100.7883,58.7436,36.9531,2.3606,0.8171,346.3785,168073.157
microtubule,3,2,2.1658,2010.961,541.4999,1272.9614,3277.8711,55.702,41.7198,1.8159,1.1803,234.0991,113591.847
background,1,3,3.2799,1087.4812,705.4322,572.23,4910.5634,56.8369,39.4953,3.2686,0.2724,246.8665,119787
background,2,3,2.4981,1322.4689,219.4303,999.7204,1754.5375,58.7436,37.3617,2.3606,0.8171,216.4968,105050.711
background,3,3,2.1658,1037.8214,514.4897,590.8134,2952.5634,55.1572,41.4928,1.8159,1.1803,160.6901,77971.6458
background,1,2,3.2799,1386.2509,493.6405,751.26,2227.76,56.8369,39.4953,3.2686,0.2724,254.7759,123624.833
background,2,2,2.4981,977.5315,373.7288,546.9993,1596.917,58.7436,37.3617,2.3606,0.8171,148.2745,71947.2073
background,3,2,2.1658,780.2503,217.6013,520.51,1609.76,55.1572,41.4928,1.8159,1.1803,109.8181,53287.0275
