measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.2133,3042.0308,836.9949,1792.2473,4677.4338,53.523,57.9265,1.9975,0.9533,342.6728,166275.04
microtubule,2,3,2.1254,4101.4455,511.3459,2488.5693,4758.6931,51.3439,55.8836,0.7264,1.9975,433.7655,210475.943
microtubule,3,3,1.9558,6585.7351,828.1914,5500.2404,8350.3396,39.8131,42.1737,1.8159,0.7264,622.8905,302245.023
microtubule,1,2,2.2133,1722.0329,449.2947,923.1622,2879.3723,53.523,57.9265,1.9975,0.9533,198.2138,96179.2454
microtubule,2,2,2.1254,2001.621,223.8761,1384.6599,2361.9065,51.3439,55.8836,0.7264,1.9975,217.9427,105752.302
microtubule,3,2,1.9558,3788.8853,417.0493,3196.1348,4693.8562,39.8131,42.1737,1.8159,0.7264,361.8476,175579.241
background,1,3,2.2133,267.8541,68.787,163.2472,473.288,53.7499,57.6541,1.9975,0.9533,56.8106,27566.207
background,2,3,2.1254,447.2265,52.9792,357.927,586.53,51.6163,55.6566,0.7264,1.9975,72.2821,35073.4305
background,3,3,1.9558,987.4928,183.3061,741.6133,1423.53,39.9039,41.9013,1.8159,0.7264,115.2492,55922.3636
background,1,2,2.2133,359.0151,69.8353,228.3256,553.5151,53.7499,57.6541,1.9975,0.9533,57.7631,28028.3558
background,2,2,2.1254,392.1649,49.1435,310.1311,532.448,51.6163,55.6566,0.7264,1.9975,58.7318,28498.4111
background,3,2,1.9558,1078.5974,95.8667,915.9937,1263.2219,39.9039,41.9013,1.8159,0.7264,116.0823,56326.5746
