 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,16.029,1676.024,81.965,1384,2016,26865.090,4692867
2,4.397,2706.826,198.876,2316,3351,11900.674,2078842
3,4.397,2253.763,102.505,1986,2687,9908.765,1730890
4,4.397,2712.007,165.300,2308,3176,11923.452,2082821
5,547.610,2425.795,188.612,1753,3351,1328389.351,232046663
6,16.029,337.827,36.776,225,480,5415.052,945916
7,4.397,885.665,97.485,639,1193,3893.865,680191
8,4.397,624.848,51.562,455,795,2747.169,479883
9,4.397,591.487,59.820,413,750,2600.498,454262
10,547.610,606.129,109.508,316,1193,331922.021,57981041
