 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,8.312,1774.445,82.503,1536,2074,14749.564,2576494
2,4.397,5325.098,421.270,4595,6326,23412.018,4089675
3,4.397,3406.323,250.514,2887,4159,14976.044,2616056
4,4.397,3346.488,294.332,2739,4044,14712.978,2570103
5,516.216,3611.950,790.283,2020,6403,1864546.143,325703989
6,8.312,633.043,57.409,453,861,5261.986,919178
7,4.397,6832.737,492.926,5845,8161,30040.419,5247542
8,4.397,3848.023,162.514,3342,4337,16917.999,2955282
9,4.397,4023.086,546.858,3010,5304,17687.668,3089730
10,516.216,4177.672,1160.198,1545,8161,2156580.779,376717393
