file,type,time,measure
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-01.tif,spindle green,0,3550.6528
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-01.tif,cyto green,0,1631.878
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-01.tif,mito green,0,1572.0434
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-01.tif,cell green,0,1837.5052
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-01.tif,spindle red,0,6199.6943
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-01.tif,cyto red,0,3214.9807
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-01.tif,mito red,0,3390.0432
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-01.tif,cell red,0,3544.6293
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-16.tif,spindle green,1,1688.218
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-16.tif,cyto green,1,1084.3521
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-16.tif,mito green,1,1328.8703
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-16.tif,cell green,1,1118.9172
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-16.tif,spindle red,1,1894.6255
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-16.tif,cyto red,1,1166.3273
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-16.tif,mito red,1,1182.3807
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_012.nd2-16.tif,cell red,1,1233.4711
