 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,655.521,121.115,299,905,1490.696,110783.000
2,2.274,815.556,132.976,535,1182,1854.627,137829.000
3,2.274,559.834,60.255,406,699,1273.099,94612.000
4,2.274,467.112,128.566,243,737,1062.244,78942.000
5,2.274,520.515,124.897,288,763,1183.684,87967.000
6,2.274,348.290,55.963,223,500,792.034,58861.000
7,2.274,478.219,77.557,305,647,1087.501,80819.000
8,2.274,608.237,126.508,416,938,1383.169,102792.000
9,2.274,492.734,80.828,304,650,1120.508,83272.000
10,2.274,176.787,24.358,120,239,402.025,29877.000
11,2.274,306.420,41.274,212,446,696.819,51785.000
12,2.274,368.763,45.465,280,485,838.592,62321.000
13,2.274,182.450,25.412,107,264,414.902,30834.000
14,2.274,289.006,33.171,202,356,657.218,48842.000
15,2.274,360.929,38.322,261,443,820.776,60997.000
16,2.274,182.994,32.870,117,285,416.140,30926.000
17,2.274,363.876,37.100,239,448,827.477,61495.000
18,2.274,383.793,36.739,292,487,872.770,64861.000
19,2.274,108.710,17.338,63,151,247.214,18372.000
20,2.274,119.876,16.907,78,166,272.605,20259.000
21,2.274,130.142,18.613,81,199,295.951,21994.000
