 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,17.128,451.158,41.004,324,599,7727.525,1349865
2,4.397,1327.130,73.579,1126,1565,5834.784,1019236
3,4.397,1001.017,71.246,764,1239,4401.013,768781
4,4.397,1055.164,69.215,882,1353,4639.074,810366
5,573.085,1035.709,146.137,534,1583,593548.995,103682752
6,17.128,421.270,45.138,279,622,7215.591,1260439
7,4.397,2911.803,127.175,2535,3303,12801.867,2236265
8,4.397,1754.378,123.282,1429,2157,7713.196,1347362
9,4.397,1849.378,109.590,1538,2170,8130.867,1420322
10,573.085,1933.430,396.006,896,3386,1108019.355,193551833
