 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,17.128,469.798,43.633,280,615,8046.789,1405635
2,4.397,1001.483,73.719,785,1239,4403.063,769139
3,4.397,869.471,62.356,691,1114,3822.668,667754
4,4.397,1187.862,80.068,982,1442,5222.486,912278
5,573.085,996.126,157.331,454,1560,570864.530,99720168
6,17.128,397.479,42.332,271,587,6808.103,1189258
7,4.397,2343.339,258.327,1762,2929,10302.588,1799684
8,4.397,1582.272,212.482,1102,2080,6956.527,1215185
9,4.397,1535.620,129.348,1233,1876,6751.418,1179356
10,573.085,1609.681,330.348,594,3054,922483.829,161141983
