file,type,time,measure
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-08.tif,spindle green,0,875.9721
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-08.tif,cyto green,0,549.8588
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-08.tif,mito green,0,604.006
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-08.tif,cell green,0,584.5509
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-08.tif,spindle red,0,2490.5337
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-08.tif,cyto red,0,1333.1079
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-08.tif,mito red,0,1428.1079
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-08.tif,cell red,0,1512.1605
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-27.tif,spindle green,1,531.6853
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-27.tif,cyto green,1,399.6736
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-27.tif,mito green,1,718.0642
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-27.tif,cell green,1,526.3281
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-27.tif,spindle red,1,1945.8593
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-27.tif,cyto red,1,1184.7929
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-27.tif,mito red,1,1138.1405
HeLa_GTSE1-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2-27.tif,cell red,1,1212.2021
