 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.379,2021.397,121.516,1665,2408,8852.441,4295468.000
2,1.583,4282.768,403.422,3208,5212,6778.574,3289166.000
3,1.583,3007.408,226.658,2468,3597,4759.990,2309689.000
4,1.583,3166.854,545.158,2249,4343,5012.355,2432144.000
5,171.525,3181.849,590.968,1274,5212,545766.467,264822147.000
6,4.379,1056.823,66.288,833,1283,4628.218,2245749.000
7,1.583,3198.056,201.264,2602,3807,5061.740,2456107.000
8,1.583,2295.368,290.096,1446,2938,3633.007,1762843.000
9,1.583,2704.449,393.030,1878,3507,4280.481,2077017.000
10,171.525,2557.331,526.044,916,4048,438645.910,212844062.000
