 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.379,1763.810,108.408,1375,2084,7724.373,3748096
2,1.583,3213.909,258.227,2623,3920,5086.831,2468282
3,1.583,2277.272,122.819,1895,2633,3604.364,1748945
4,1.583,3431.340,793.599,2011,5469,5430.971,2635269
5,171.525,2773.618,657.466,1151,6129,475744.615,230845459
6,4.379,912.922,59.568,732,1146,3998.023,1939960
7,1.583,2363.052,149.934,2005,2842,3740.133,1814824
8,1.583,1789.026,207.562,1237,2307,2831.590,1373972
9,1.583,2204.520,332.255,1506,3054,3489.215,1693071
10,171.525,2035.489,401.512,776,3322,349137.131,169411736
