 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.652,941.853,79.858,678,1258,2498.126,1212165.000
2,1.583,3114.648,167.107,2600,3625,4929.726,2392050.000
3,1.583,2393.414,232.354,1769,2977,3788.189,1838142.000
4,1.583,5148.996,740.933,3521,7430,8149.601,3954429.000
5,191.243,3180.735,915.115,1155,8130,608294.617,295162668.000
6,2.652,988.857,87.744,708,1294,2622.797,1272659.000
7,1.583,5047.685,220.259,4471,5647,7989.250,3876622.000
8,1.583,3684.417,443.196,2547,4540,5831.530,2829632.000
9,1.583,5041.477,272.925,4163,6080,7979.424,3871854.000
10,191.243,4174.552,937.914,1424,6674,798355.648,387385942.000
