 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.652,971.491,90.801,718,1271,2576.736,1250309
2,1.583,5341.971,229.655,4647,5988,8455.033,4102634
3,1.583,3380.012,213.328,2535,3994,5349.731,2595849
4,1.583,3996.053,266.491,3287,4803,6324.775,3068969
5,191.243,3668.637,870.296,1402,6278,701602.742,340438550
6,2.652,1041.044,100.443,761,1405,2761.213,1339823
7,1.583,7001.842,303.146,6108,7806,11082.203,5377415
8,1.583,4809.999,370.692,3720,5703,7613.051,3694079
9,1.583,5770.202,236.950,5017,6572,9132.817,4431515
10,191.243,5196.959,1250.614,1602,7961,993884.147,482262194
