 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,8.244,614.738,49.073,437,774,5067.605,885223.000
2,4.397,1223.728,146.575,942,1642,5380.172,939823.000
3,4.397,849.531,64.232,661,1124,3735.000,652440.000
4,4.397,1196.107,93.213,877,1574,5258.734,918610.000
5,553.129,1051.444,225.741,555,3485,581583.730,101592627.000
6,8.244,685.796,64.156,502,918,5653.370,987546.000
7,4.397,3041.635,160.830,2549,3471,13372.679,2335976.000
8,4.397,2137.066,130.397,1779,2528,9395.703,1641267.000
9,4.397,2495.221,186.270,2120,3052,10970.347,1916330.000
10,553.129,2410.574,459.473,1103,3808,1333357.066,232914437.000
