 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,8.244,482.537,42.973,319,633,3977.800,694853.000
2,4.397,1987.982,223.788,1514,2629,8740.246,1526770.000
3,4.397,793.449,69.399,581,988,3488.433,609369.000
4,4.397,848.517,60.650,642,1059,3730.541,651661.000
5,553.129,991.723,398.462,467,2930,548550.548,95822301.000
6,8.244,599.953,59.457,434,830,4945.721,863932.000
7,4.397,3508.148,171.102,3016,3985,15423.724,2694258.000
8,4.397,2235.973,112.421,1732,2639,9830.549,1717227.000
9,4.397,2570.595,203.275,2178,3338,11301.730,1974217.000
10,553.129,2565.365,491.601,1202,4160,1418976.606,247870691.000
