 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.451,790.343,64.422,568,1014,3518.209,1707140.000
2,1.583,2727.172,204.931,2238,3253,4316.446,2094468.000
3,1.583,1888.792,191.097,1342,2406,2989.495,1450592.000
4,1.583,3509.336,972.874,2023,6530,5554.420,2695170.000
5,155.256,2431.881,649.357,1031,6530,377564.957,183205764.000
6,4.451,375.806,50.051,214,548,1672.898,811740.000
7,1.583,2610.534,181.397,2124,3072,4131.836,2004890.000
8,1.583,1745.736,252.658,1060,2329,2763.072,1340725.000
9,1.583,2523.223,357.028,1777,3461,3993.644,1937835.000
10,155.256,2121.852,524.632,730,3461,329431.008,159849738.000
