 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,3.967,1569.141,79.499,1295,1841,6225.086,1087415.000
2,4.397,2630.427,150.093,2240,3058,11564.785,2020168.000
3,4.397,2300.121,184.963,1875,2794,10112.580,1766493.000
4,4.397,2593.068,111.076,2256,2890,11400.532,1991476.000
5,559.992,2424.293,239.894,1550,3200,1357585.765,237146772.000
6,3.967,721.012,54.210,557,914,2860.392,499661.000
7,4.397,2506.148,131.750,2094,2877,11018.388,1924722.000
8,4.397,1894.109,246.964,1472,2475,8327.532,1454676.000
9,4.397,1941.389,102.615,1597,2263,8535.401,1490987.000
10,559.992,1934.685,317.693,980,3221,1083409.084,189252844.000
