 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,459.325,60.628,309,588,1044.536,77626.000
2,2.274,204.438,24.101,145,264,464.905,34550.000
3,2.274,331.970,49.773,243,512,754.922,56103.000
4,2.274,458.456,41.552,348,560,1042.558,77479.000
5,2.274,203.041,23.785,140,269,461.729,34314.000
6,2.274,428.757,34.989,332,520,975.022,72460.000
7,2.274,455.923,52.218,335,603,1036.798,77051.000
8,2.274,215.059,24.629,152,282,489.058,36345.000
9,2.274,466.077,73.395,311,711,1059.889,78767.000
10,2.274,152.367,20.124,102,206,346.492,25750.000
11,2.274,181.237,21.565,125,238,412.144,30629.000
12,2.274,1876.367,395.943,1295,2757,4266.979,317106.000
13,2.274,153.118,22.885,103,213,348.201,25877.000
14,2.274,162.030,20.288,115,224,368.466,27383.000
15,2.274,1343.160,268.167,867,1992,3054.432,226994.000
16,2.274,155.953,19.417,104,218,354.646,26356.000
17,2.274,170.527,22.812,99,222,387.789,28819.000
18,2.274,1610.396,406.012,683,2212,3662.145,272157.000
19,2.274,114.988,16.276,74,156,261.490,19433.000
20,2.274,117.509,17.623,72,167,267.223,19859.000
21,2.274,147.018,17.146,96,186,334.328,24846.000
