 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,7.591,1145.672,82.301,864,1407,8696.687,1519161.000
2,4.397,8173.418,862.503,6273,10310,35934.780,6277185.000
3,4.397,2041.258,186.362,1562,2766,8974.477,1567686.000
4,4.397,4035.018,1165.149,2357,7328,17740.129,3098894.000
5,373.929,3626.440,2066.730,900,12260,1356032.320,236875412.000
6,7.591,964.924,78.898,723,1186,7324.646,1279489.000
7,4.397,6068.874,800.795,4240,7563,26682.061,4660895.000
8,4.397,1455.857,144.013,1056,1847,6400.736,1118098.000
9,4.397,2686.355,756.655,1507,4533,11810.676,2063121.000
10,373.929,2625.744,1480.594,599,8097,981842.878,171510983.000
