 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,7.591,1241.606,92.204,962,1657,9424.916,1646370
2,4.397,9287.971,1080.169,6731,11600,40834.961,7133162
3,4.397,2221.276,168.726,1838,2731,9765.935,1705940
4,4.397,3445.031,780.090,2158,6112,15146.226,2645784
5,373.929,3904.840,2261.855,1248,13860,1460134.518,255060267
6,7.591,1036.235,98.350,776,1355,7865.964,1374048
7,4.397,6474.289,666.177,4723,7924,28464.487,4972254
8,4.397,1714.621,128.666,1408,2053,7538.405,1316829
9,4.397,2751.146,626.293,1693,4570,12095.530,2112880
10,373.929,2901.250,1537.484,776,9317,1084862.456,189506723
