 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.816,1678.505,83.606,1415,1996,8084.141,3922666
2,1.583,4738.201,799.406,3506,6810,7499.412,3638938
3,1.583,2795.484,144.650,2431,3296,4424.568,2146932
4,1.583,2731.148,121.729,2353,3125,4322.740,2097522
5,145.805,3028.862,612.594,1998,6810,441623.625,214288938
6,4.816,708.753,60.352,474,965,3413.548,1656355
7,1.583,3633.355,313.126,2776,4374,5750.712,2790417
8,1.583,2332.622,156.889,1983,2845,3691.970,1791454
9,1.583,2375.695,182.427,1930,2769,3760.144,1824534
10,145.805,2575.413,519.961,1464,4401,375508.490,182207905
