 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.816,2187.898,92.868,1901,2494,10537.519,5113118
2,1.583,3123.238,173.762,2703,3799,4943.322,2398647
3,1.583,2773.372,118.681,2395,3190,4389.570,2129950
4,1.583,3037.586,146.231,2618,3483,4807.755,2332866
5,145.805,2925.062,189.366,2234,4483,426489.105,206945218
6,4.816,893.625,63.022,693,1096,4303.942,2088401
7,1.583,3001.835,278.167,2511,3919,4751.170,2305409
8,1.583,2315.746,138.870,1921,2764,3665.259,1778493
9,1.583,2071.126,127.722,1638,2456,3278.086,1590625
10,145.805,2269.073,453.176,1204,4183,330842.465,160534619
