 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,9.154,2006.187,87.016,1707,2312,18364.112,3207893
2,4.397,3815.874,270.668,3181,4563,16776.651,2930591
3,4.397,2268.188,179.388,1870,2872,9972.183,1741968
4,4.397,4778.827,489.494,3813,6699,21010.315,3670139
5,395.208,3350.864,1259.388,1657,10317,1324288.281,231330277
6,9.154,1893.177,86.914,1570,2203,17329.648,3027190
7,4.397,2988.452,116.435,2658,3378,13138.856,2295131
8,4.397,2438.538,123.774,2023,2814,10721.135,1872797
9,4.397,2943.224,137.698,2495,3436,12940.009,2260396
10,395.208,2741.065,314.165,1750,4200,1083290.875,189232195
