 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,9.154,2077.684,88.257,1801,2436,19018.573,3322216
2,4.397,6158.336,445.709,5084,7830,27075.386,4729602
3,4.397,2557.617,144.291,2165,2980,11244.673,1964250
4,4.397,3462.094,217.590,2913,4109,15221.242,2658888
5,395.208,3496.028,1200.086,1850,8225,1381658.232,241351816
6,9.154,1969.623,83.933,1694,2241,18029.414,3149427
7,4.397,3780.957,156.213,3386,4338,16623.138,2903775
8,4.397,2855.156,125.741,2472,3264,12552.816,2192760
9,4.397,3242.363,133.920,2883,3833,14255.188,2490135
10,395.208,3162.654,391.597,2074,5394,1249905.995,218336977
