 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,38.966,448.989,34.553,339,596,17495.505,1454725
2,9.236,959.773,46.074,823,1096,8864.934,737106
3,9.236,822.936,61.637,671,993,7601.039,632015
4,9.236,827.227,40.063,720,961,7640.667,635310
5,343.013,844.421,90.414,574,1125,289647.049,24083718
6,38.966,257.052,19.859,199,336,10016.416,832850
7,9.236,1526.428,61.861,1342,1706,14098.835,1172297
8,9.236,1094.250,88.856,873,1346,10107.025,840384
9,9.236,939.870,102.914,709,1237,8681.095,721820
10,343.013,1088.870,300.766,331,1818,373496.378,31055664
