 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.040,1112.460,79.903,847,1417,2269.718,1101335.000
2,1.583,4563.253,368.072,3802,5590,7222.512,3504578.000
3,1.583,3665.730,309.879,3048,4437,5801.954,2815281.000
4,1.583,6186.872,1142.315,3998,10365,9792.305,4751518.000
5,224.710,4319.753,1089.356,0,11341,970691.871,471008611.000
6,2.040,936.114,94.878,704,1303,1909.926,926753.000
7,1.583,7564.488,196.576,7016,8191,11972.734,5809527.000
8,1.583,4728.470,318.137,3825,5506,7484.011,3631465.000
9,1.583,6011.303,768.061,4450,7500,9514.422,4616681.000
10,224.710,5600.889,1569.705,0,8814,1258575.926,610698530.000
