 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,8.896,1742.113,83.132,1487,2062,15498.059,2707243
2,4.368,3927.258,507.377,2521,4683,17153.946,2996498
3,4.397,2015.642,111.704,1593,2377,8861.855,1548013
4,4.397,2038.848,122.295,1652,2380,8963.880,1565835
5,552.917,2108.323,505.573,1452,4998,1165727.027,203632366
6,8.896,978.555,79.076,757,1247,8705.355,1520675
7,4.368,6674.619,1312.752,3172,8705,29154.195,5092734
8,4.397,1786.866,320.338,1179,2600,7856.032,1372313
9,4.397,1519.940,184.074,1103,2138,6682.481,1167314
10,552.917,2031.450,1284.728,783,8952,1123222.685,196207592
