 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,8.896,1549.340,77.988,1255,1815,13783.126,2407674.000
2,4.368,5328.404,425.374,3794,6243,23274.037,4065572.000
3,4.397,2317.043,300.103,1716,3102,10186.978,1779489.000
4,4.397,1906.379,186.315,1438,2621,8381.476,1464099.000
5,552.917,2249.147,797.150,1409,6243,1243590.842,217233829.000
6,8.896,401.454,40.484,269,527,3571.384,623859.000
7,4.368,7089.740,769.055,4684,8867,30967.414,5409472.000
8,4.397,1766.681,478.727,953,2914,7767.288,1356811.000
9,4.397,960.895,171.376,590,1340,4224.614,737967.000
10,552.917,1662.154,1382.168,552,8867,919032.635,160539119.000
