 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,6.567,298.071,19.118,249,354,1957.305,162747.000
2,9.236,492.789,28.661,410,580,4551.639,378462.000
3,9.236,400.776,44.875,292,552,3701.762,307796.000
4,9.236,496.841,29.575,403,591,4589.066,381574.000
5,485.144,462.579,46.318,271,635,224417.611,18659988.000
6,6.567,532.260,45.077,400,668,3495.120,290614.000
7,9.236,990.105,80.512,767,1231,9145.096,760401.000
8,9.236,652.111,93.313,477,906,6023.211,500821.000
9,9.236,589.092,115.232,432,944,5441.144,452423.000
10,485.144,646.098,166.610,290,1259,313450.545,26062943.000
