measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.1524,1827.0978,818.202,451.9224,3890.0313,44.489,38.2242,1.9067,0.9987,215.9645,104792.42
microtubule,2,3,2.4125,1625.6126,767.592,385.8708,2946.3731,39.4953,38.0426,2.2698,0.8171,220.5373,107011.267
microtubule,3,3,2.4447,732.9985,266.3797,293.6741,1177.9211,23.0616,50.3906,0.9079,2.2698,123.445,59899.1854
microtubule,1,2,2.1524,646.5485,126.0153,470.6482,999.229,44.489,38.2242,1.9067,0.9987,93.3152,45279.335
microtubule,2,2,2.4125,692.5841,94.0405,536.6317,927.511,39.4953,38.0426,2.2698,0.8171,110.1028,53425.1748
microtubule,3,2,2.4447,395.3343,144.108,199.0356,655.229,23.0616,50.3906,0.9079,2.2698,78.449,38065.7928
background,1,3,2.1524,490.4327,336.2773,128.4005,1340.712,44.262,38.7236,1.9067,0.9987,83.7387,40632.4959
background,2,3,2.4125,455.0943,218.4223,179.3945,1099.8871,39.5407,38.542,2.2698,0.8171,90.2733,43803.2802
background,3,3,2.4447,230.7402,148.4586,42.2146,556.6865,22.4261,50.6176,0.9079,2.2698,66.5148,32274.9809
background,1,2,2.1524,478.3033,113.9652,311.33,777.1199,44.262,38.7236,1.9067,0.9987,76.6721,37203.5644
background,2,2,2.4125,728.9286,118.5673,462.5793,983.6633,39.5407,38.542,2.2698,0.8171,114.1475,55387.7792
background,3,2,2.4447,322.3913,134.3956,136.0699,612.3881,22.4261,50.6176,0.9079,2.2698,70.181,34053.926
