measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.3802,6287.3028,901.4205,4809.2685,8199.9253,38.6328,48.8017,1.9521,1.3619,728.3739,353428.717
microtubule,2,3,2.0888,4942.7924,500.7198,4041.0644,6093.9009,52.1157,49.5734,1.5435,1.4073,515.6854,250225.931
microtubule,3,3,1.9897,3547.0895,378.3819,2708.0678,4232.2412,62.6023,44.7614,1.1349,1.6343,364.3045,176771.389
microtubule,1,2,2.3802,3136.4142,451.9731,2206.6404,3919.5154,38.6328,48.8017,1.9521,1.3619,399.8539,194021.011
microtubule,2,2,2.0888,3358.487,409.0165,2671.544,3884.7009,52.1157,49.5734,1.5435,1.4073,376.0977,182493.788
microtubule,3,2,1.9897,1757.3162,225.0873,1247.6404,2203.4256,62.6023,44.7614,1.1349,1.6343,211.6016,102675.409
background,1,3,2.3802,279.919,38.3475,223.3342,394.7077,38.9052,49.8004,1.9521,1.3619,72.2078,35037.3801
background,2,3,2.0888,1258.1563,316.139,885.8308,1837.8364,51.9795,49.301,1.5435,1.4073,158.7867,77048.0374
background,3,3,1.9897,690.6706,109.3369,543.3364,1057.3364,62.7839,45.0791,1.1349,1.6343,99.4014,48232.5392
background,1,2,2.3802,329.5278,76.8918,173.3497,474.8468,38.9052,49.8004,1.9521,1.3619,93.2672,45256.0323
background,2,2,2.0888,1311.9723,101.1948,1078.9306,1536.459,51.9795,49.301,1.5435,1.4073,177.8695,86307.598
background,3,2,1.9897,427.5119,118.4761,242.5288,762.6404,62.7839,45.0791,1.1349,1.6343,88.2762,42834.2189
