measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.3832,7920.9585,614.0614,6843.4684,9770.3561,66.9604,48.4839,2.2698,0.7264,901.5007,437434.975
microtubule,2,3,2.4774,7632.3863,1380.3105,6145.737,9994.9645,64.055,42.6277,2.406,0.5902,919.2251,446035.403
microtubule,3,3,2.6579,13139.5315,748.0113,11654.9684,14542.0075,56.7461,40.0855,2.633,0.3632,1665.8577,808323.786
microtubule,1,2,2.3832,1577.7293,202.8743,1062.7896,1938.3399,66.9604,48.4839,2.2698,0.7264,203.0457,98523.8052
microtubule,2,2,2.4774,2482.6127,422.046,1929.511,3212.1614,64.055,42.6277,2.406,0.5902,318.9707,154774.094
microtubule,3,2,2.6579,5716.2444,271.072,5278.5879,6274.0845,56.7461,40.0855,2.633,0.3632,741.6018,359847.286
background,1,3,2.3832,1330.4655,225.0104,969.64,1915.9535,66.5065,48.2569,2.2698,0.7264,181.6435,88138.8463
background,2,3,2.4774,1489.1723,156.4682,1230.1912,1862.0683,63.9188,43.0363,2.406,0.5902,210.2415,102015.421
background,3,3,2.6579,2729.0694,241.2109,2450.1544,3568.4101,56.9277,40.4032,2.633,0.3632,378.5754,183696.058
background,1,2,2.3832,471.313,36.8924,391.5174,544.0677,66.5065,48.2569,2.2698,0.7264,82.1956,39883.7396
background,2,2,2.4774,749.7668,74.7952,616.1764,935.7896,63.9188,43.0363,2.406,0.5902,118.9843,57734.7253
background,3,2,2.6579,1522.1558,73.2047,1356.779,1678.0645,56.9277,40.4032,2.633,0.3632,222.9912,108201.97
