measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.5889,987.9506,220.1163,636.6184,1325.4984,32.5042,34.6832,1.2711,0.9533,95.2867,46235.96
microtubule,2,3,1.9314,1335.5562,417.6176,647.6184,2521.8374,29.1448,28.827,1.7705,0.7717,147.982,71805.2654
microtubule,3,3,1.8524,3381.5636,799.3712,1737.6184,4537.3044,34.0477,16.3429,1.0895,1.4981,318.3516,154473.7
microtubule,1,2,1.5889,81.9781,34.5035,8.5792,209.5792,32.5042,34.6832,1.2711,0.9533,26.0709,12650.36
microtubule,2,2,1.9314,73.9169,25.4154,2.219,121.6198,29.1448,28.827,1.7705,0.7717,31.1334,15106.86
microtubule,3,2,1.8524,426.9949,127.7911,256.7184,845.9349,34.0477,16.3429,1.0895,1.4981,60.2796,29249.4594
background,1,3,1.5889,40.5128,23.232,-16.2416,86.2984,32.822,34.3655,1.2711,0.9533,24.9948,12128.2001
background,2,3,1.9314,32.2208,49.3992,-44.4744,200.5415,28.1915,27.8283,1.7705,0.7717,29.7972,14458.5038
background,3,3,1.8524,19.8793,23.7569,-26.1918,67.1184,33.0036,17.2508,1.0895,1.4981,27.3746,13282.9577
background,1,2,1.5889,72.7014,24.0528,28.6192,128.5192,32.822,34.3655,1.2711,0.9533,25.3826,12316.4001
background,2,2,1.9314,21.2182,14.4341,-25.2721,47.7241,28.1915,27.8283,1.7705,0.7717,26.3548,12788.114
background,3,2,1.8524,29.5853,31.727,-41.4839,93.9864,33.0036,17.2508,1.0895,1.4981,25.8811,12558.2572
