measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.956,4711.8199,1315.4593,2341.8586,7493.7582,22.88,27.6013,2.9054,0.5448,760.8506,369187.381
microtubule,2,3,2.8205,3146.4025,1259.2013,1070.0717,5720.9428,21.4273,26.875,2.8146,0.1816,523.0199,253784.838
microtubule,3,3,1.9995,7090.4282,1441.5816,3978.7988,9572.435,41.6744,34.6832,1.9975,0.09079,739.3529,358756.043
microtubule,1,2,2.956,482.6534,122.7775,211.1104,752.319,22.88,27.6013,2.9054,0.5448,98.7891,47935.4325
microtubule,2,2,2.8205,277.529,101.5113,124.4235,520.488,21.4273,26.875,2.8146,0.1816,67.6663,32833.7097
microtubule,3,2,1.9995,1179.359,168.3989,813.7226,1548.359,41.6744,34.6832,1.9975,0.09079,131.9684,64034.9998
background,1,3,2.956,672.417,832.0094,108.4781,3439.3085,22.6985,27.2381,2.9054,0.5448,211.419,102586.79
background,2,3,2.8205,874.8874,952.5055,110.7814,4057.5556,21.5635,27.2381,2.8146,0.1816,228.0969,110679.387
background,3,3,1.9995,2238.3404,1181.8198,939.4354,5222.0717,41.6744,35.0918,1.9975,0.09079,289.3724,140412.09
background,1,2,2.956,170.9651,102.1538,53.5119,529.954,22.6985,27.2381,2.9054,0.5448,56.3939,27364.0038
background,2,2,2.8205,145.5838,62.862,58.4235,364.6493,21.5635,27.2381,2.8146,0.1816,50.5352,24521.1614
background,3,2,1.9995,642.6398,147.8575,445.359,1040.859,41.6744,35.0918,1.9975,0.09079,82.1933,39882.6361
