measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.2168,2123.4241,765.0356,802.373,3959.4552,55.0664,48.9379,3.1778,0.4994,373.1794,181077.757
microtubule,2,3,2.5333,3398.24,1027.504,1249.8668,5911.8302,20.2016,34.9556,2.0429,1.4981,445.1865,216017.732
microtubule,3,3,2.541,1742.7976,765.7616,442.5802,3173.0624,22.88,38.7236,1.6797,1.9067,250.7215,121657.518
microtubule,1,2,3.2168,143.931,42.3718,52.7123,226.8728,55.0664,48.9379,3.1778,0.4994,61.9572,30063.4733
microtubule,2,2,2.5333,235.2769,54.364,115.3828,368.5831,20.2016,34.9556,2.0429,1.4981,59.7798,29006.9634
microtubule,3,2,2.541,295.3862,67.4407,152.914,439.6685,22.88,38.7236,1.6797,1.9067,66.8409,32433.1964
background,1,3,3.2168,146.2587,52.1763,69.5181,352.0761,55.248,48.5293,3.1778,0.4994,79.8011,38721.8499
background,2,3,2.5333,143.413,41.9269,64.1092,282.6044,20.701,34.547,2.0429,1.4981,62.8416,30492.5971
background,3,3,2.541,136.5278,41.3518,58.1516,230.8838,23.2432,38.5874,1.6797,1.9067,62.0328,30100.1385
background,1,2,3.2168,138.9639,33.9458,51.4973,212.9626,55.248,48.5293,3.1778,0.4994,61.2201,29705.84
background,2,2,2.5333,230.5126,31.6705,156.9938,287.5151,20.701,34.547,2.0429,1.4981,59.2202,28735.3993
background,3,2,2.541,273.5073,44.432,171.2176,388.8471,23.2432,38.5874,1.6797,1.9067,64.2708,31186.0982
