measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.8261,2170.7973,821.5175,521.2444,3174.9143,20.02,24.4689,1.0441,1.4981,207.738,100800.668
microtubule,2,3,2.2942,1633.2898,771.9583,534.9491,3066.7507,25.7854,17.4324,1.0441,2.0429,205.8702,99894.3588
microtubule,3,3,2.1142,927.0732,413.0952,358,2016.2444,21.4727,35.5458,2.0429,0.5448,120.1735,58311.7809
microtubule,1,2,1.8261,172.1344,32.1543,88.8292,224.0073,20.02,24.4689,1.0441,1.4981,38.6151,18737.2131
microtubule,2,2,2.2942,391.973,79.3818,266.6955,571.9977,25.7854,17.4324,1.0441,2.0429,72.5344,35195.8757
microtubule,3,2,2.1142,275.1854,61.8001,172.6625,486.8114,21.4727,35.5458,2.0429,0.5448,55.402,26882.6975
background,1,3,1.8261,63.8496,41.6056,-32.3556,147.9231,19.8838,23.561,1.0441,1.4981,29.7092,14415.8124
background,2,3,2.2942,494.0671,191.0177,149.7444,920.4364,25.967,16.933,1.0441,2.0429,83.7846,40654.7823
background,3,3,2.1142,261.2538,134.2389,76.8019,627.6645,21.155,35.9997,2.0429,0.5448,54.3092,26352.4519
background,1,2,1.8261,90.8228,54.1872,32.4011,235.4192,19.8838,23.561,1.0441,1.4981,31.7446,15403.4362
background,2,2,2.2942,406.7047,95.7182,242.6797,577.3777,25.967,16.933,1.0441,2.0429,74.1132,35961.9281
background,3,2,2.1142,302.2649,62.5167,209.3766,453.2091,21.155,35.9997,2.0429,0.5448,58.0808,28182.5131
