measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.46,3470.7582,1065.503,1060.3763,5526.3673,39.1775,50.4814,3.2686,1.1349,613.2897,297586.409
microtubule,2,3,2.7636,968.2949,370.4131,413.7948,1833.2982,34.0477,10.5775,1.8613,2.0429,174.0666,84462.3079
microtubule,3,3,3.0873,2948.8989,1496.1771,1207.0826,6308.4635,18.9305,14.6632,2.9508,0.9079,475.3625,230660.05
microtubule,1,2,3.46,150.6181,31.4982,90.6172,237.0743,39.1775,50.4814,3.2686,1.1349,62.4347,30295.1967
microtubule,2,2,2.7636,33.3368,18.3931,-2.0856,95.174,34.0477,10.5775,1.8613,2.0429,35.2866,17122.0957
microtubule,3,2,3.0873,310.4954,83.1337,176.5442,518.7129,18.9305,14.6632,2.9508,0.9079,78.6827,38179.1791
background,1,3,3.46,230.8548,42.7818,155.7759,372.9996,38.9505,51.3439,3.2686,1.1349,99.1568,48113.8518
background,2,3,2.7636,128.706,79.9606,12.4772,386.6062,34.5016,10.5775,1.8613,2.0429,66.7886,32407.7964
background,3,3,3.0873,893.0312,223.3429,560.4961,1336.9096,18.9305,14.2546,2.9508,0.9079,183.0168,88805.181
background,1,2,3.46,27.0212,24.0693,-24.0566,82.174,38.9505,51.3439,3.2686,1.1349,42.8214,20778.2341
background,2,2,2.7636,17.7533,22.7268,-23.2057,97.3721,34.5016,10.5775,1.8613,2.0429,33.2954,16155.9141
background,3,2,3.0873,318.994,81.614,167.674,497.174,18.9305,14.2546,2.9508,0.9079,79.8912,38765.5787
