measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.4447,3862.8666,767.739,2680.4401,6620.9132,37.1347,16.0251,1.2711,2.0883,471.9773,229017.437
microtubule,2,3,2.6393,4910.8938,1534.0383,2384.5089,7678.4244,49.528,47.3036,2.3606,1.1803,633.7345,307506.853
microtubule,3,3,1.8767,3977.8059,613.3907,2648.9132,5167.7037,46.668,40.8118,1.5889,0.9987,370.3678,179713.491
microtubule,1,2,2.4447,1368.5028,196.7232,1006.8511,2078.8264,37.1347,16.0251,1.2711,2.0883,185.8546,90182.2018
microtubule,2,2,2.6393,1568.8882,550.0013,731.2069,2910.4934,49.528,47.3036,2.3606,1.1803,223.7366,108563.644
microtubule,3,2,1.8767,1826.4524,396.1028,1131.8264,2670.7026,46.668,40.8118,1.5889,0.9987,181.5641,88100.2913
background,1,3,2.4447,1121.436,521.7377,568.7897,2759.9132,36.9531,16.2975,1.2711,2.0883,161.2406,78238.7545
background,2,3,2.6393,666.103,212.331,325.5731,1058.8846,49.8004,46.9858,2.3606,1.1803,117.6024,57064.1971
background,3,3,1.8767,1072.9777,347.7244,599.5194,2001.9811,46.7134,41.1296,1.5889,0.9987,118.9348,57710.7096
background,1,2,2.4447,340.1771,101.2933,221.3929,713.8264,36.9531,16.2975,1.2711,2.0883,69.2956,33624.2865
background,2,2,2.6393,281.7494,33.1569,193.4447,342.9168,49.8004,46.9858,2.3606,1.1803,67.2309,32622.4568
background,3,2,1.8767,491.3919,113.9429,361.6943,793.3264,46.7134,41.1296,1.5889,0.9987,66.0053,32027.7508
