measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.7479,1844.5523,524.6187,947.2573,3083.0539,71.5455,59.1976,2.7238,0.3632,266.6807,129401.407
microtubule,2,3,2.1317,1589.3073,270.5498,1081.4328,2263.3735,74.3147,49.9366,1.9067,0.9533,181.2131,87929.9773
microtubule,3,3,2.2021,1772.197,343.7705,1115.7372,2265.1503,71.9541,45.0337,0.5448,2.1337,207.6093,100738.21
microtubule,1,2,2.7479,110.0216,26.0106,43.7362,194.9609,71.5455,59.1976,2.7238,0.3632,39.9625,19390.9726
microtubule,2,2,2.1317,193.3098,32.7532,132.0512,268.264,74.3147,49.9366,1.9067,0.9533,39.1777,19010.196
microtubule,3,2,2.2021,112.3114,34.7632,24.4885,225.3335,71.9541,45.0337,0.5448,2.1337,32.4637,15752.3678
background,1,3,2.7479,225.4095,57.0788,58.1487,350.6177,71.4547,59.6061,2.7238,0.3632,59.7955,29014.558
background,2,3,2.1317,392.658,84.3899,223.165,528.4222,74.2693,50.2998,1.9067,0.9533,62.8379,30490.8099
background,3,3,2.2021,190.9174,39.8937,88.1396,287.5513,72.5897,45.6693,0.5448,2.1337,44.668,21674.2283
background,1,2,2.7479,100.6129,22.6043,31.8316,143.913,71.4547,59.6061,2.7238,0.3632,38.7603,18807.6345
background,2,2,2.1317,195.5409,33.0485,122.577,266.7731,74.2693,50.2998,1.9067,0.9533,39.3984,19117.2918
background,3,2,2.2021,126.3351,37.5292,32.4777,231.896,72.5897,45.6693,0.5448,2.1337,33.9088,16453.5559
