measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.8661,3997.6127,1524.6172,1724.8084,7537.1599,49.9366,63.3287,2.4968,1.4073,569.7634,276466.169
microtubule,2,3,2.217,4327.5704,690.4324,2929.0632,5468.8288,26.648,55.8836,1.6343,1.4981,479.1278,232487.082
microtubule,3,3,3.2727,3330.9438,1232.3453,1081.8288,6225.0998,15.0264,47.4852,2.9962,1.3165,549.5899,266677.391
microtubule,1,2,2.8661,694.1368,286.266,244.6724,1282.8206,49.9366,63.3287,2.4968,1.4073,123.3843,59869.7214
microtubule,2,2,2.217,1254.45,175.7308,899.8777,1604.4308,26.648,55.8836,1.6343,1.4981,154.1309,74788.8804
microtubule,3,2,3.2727,667.0125,262.1307,305.6724,1227.5983,15.0264,47.4852,2.9962,1.3165,136.6545,66308.8273
background,1,3,2.8661,450.3463,82.7903,281.2662,614.0283,49.6188,63.7373,2.4968,1.4073,101.8922,49441.1173
background,2,3,2.217,281.1229,66.8485,195.5685,472.8288,25.8762,56.6099,1.6343,1.4981,62.1658,30164.7067
background,3,3,3.2727,145.6747,38.1465,34.5325,220.6101,14.8448,48.6201,2.9962,1.3165,70.3847,34152.7499
background,1,2,2.8661,109.6138,43.9565,22.3311,228.4348,49.6188,63.7373,2.4968,1.4073,46.2879,22460.2493
background,2,2,2.217,298.7645,128.302,129.4606,605.6724,25.8762,56.6099,1.6343,1.4981,55.6532,27004.6028
background,3,2,3.2727,37.2303,24.3715,-21.3739,104.2835,14.8448,48.6201,2.9962,1.3165,41.9074,20334.728
