Original_Name	Blinded_Name
C_GTSE1-FKBP-GFP_Tubulin_Staining_025.tif	blind_0063
C_GTSE1-FKBP-GFP_Tubulin_Staining_026.tif	blind_0114
C_GTSE1-FKBP-GFP_Tubulin_Staining_027.tif	blind_0034
C_GTSE1-FKBP-GFP_Tubulin_Staining_028.tif	blind_0016
C_GTSE1-FKBP-GFP_Tubulin_Staining_029.tif	blind_0003
C_GTSE1-FKBP-GFP_Tubulin_Staining_030.tif	blind_0093
C_GTSE1-FKBP-GFP_Tubulin_Staining_031.tif	blind_0009
C_GTSE1-FKBP-GFP_Tubulin_Staining_032.tif	blind_0010
C_GTSE1-FKBP-GFP_Tubulin_Staining_033.tif	blind_0137
C_GTSE1-FKBP-GFP_Tubulin_Staining_034.tif	blind_0125
C_GTSE1-FKBP-GFP_Tubulin_Staining_035.tif	blind_0077
C_GTSE1-FKBP-GFP_Tubulin_Staining_036.tif	blind_0024
FKBP-GFP_MAP4_Tubulin_Staining_147.tif	blind_0087
FKBP-GFP_MAP4_Tubulin_Staining_148.tif	blind_0028
FKBP-GFP_MAP4_Tubulin_Staining_149.tif	blind_0053
FKBP-GFP_MAP4_Tubulin_Staining_150.tif	blind_0102
FKBP-GFP_MAP4_Tubulin_Staining_151.tif	blind_0076
FKBP-GFP_MAP4_Tubulin_Staining_152.tif	blind_0109
FKBP-GFP_MAP4_Tubulin_Staining_153.tif	blind_0088
FKBP-GFP_MAP4_Tubulin_Staining_154.tif	blind_0054
FKBP-GFP_MAP4_Tubulin_Staining_155.tif	blind_0143
FKBP-GFP_MAP4_Tubulin_Staining_156.tif	blind_0085
FKBP-GFP_MAP4_Tubulin_Staining_157.tif	blind_0115
FKBP-GFP_MAP4_Tubulin_Staining_158.tif	blind_0112
FKBP-GFP_control_Tubulin_Staining_135.tif	blind_0046
FKBP-GFP_control_Tubulin_Staining_136.tif	blind_0139
FKBP-GFP_control_Tubulin_Staining_137.tif	blind_0049
FKBP-GFP_control_Tubulin_Staining_138.tif	blind_0042
FKBP-GFP_control_Tubulin_Staining_139.tif	blind_0069
FKBP-GFP_control_Tubulin_Staining_140.tif	blind_0035
FKBP-GFP_control_Tubulin_Staining_141.tif	blind_0060
FKBP-GFP_control_Tubulin_Staining_142.tif	blind_0062
FKBP-GFP_control_Tubulin_Staining_143.tif	blind_0129
FKBP-GFP_control_Tubulin_Staining_144.tif	blind_0153
FKBP-GFP_control_Tubulin_Staining_145.tif	blind_0033
FKBP-GFP_control_Tubulin_Staining_146.tif	blind_0025
FL_GTSE1-FKBP-GFP_Tubulin_Staining_001.tif	blind_0018
FL_GTSE1-FKBP-GFP_Tubulin_Staining_002.tif	blind_0134
FL_GTSE1-FKBP-GFP_Tubulin_Staining_003.tif	blind_0105
FL_GTSE1-FKBP-GFP_Tubulin_Staining_004.tif	blind_0067
FL_GTSE1-FKBP-GFP_Tubulin_Staining_005.tif	blind_0136
FL_GTSE1-FKBP-GFP_Tubulin_Staining_006.tif	blind_0111
FL_GTSE1-FKBP-GFP_Tubulin_Staining_007.tif	blind_0064
FL_GTSE1-FKBP-GFP_Tubulin_Staining_008.tif	blind_0126
FL_GTSE1-FKBP-GFP_Tubulin_Staining_009.tif	blind_0075
FL_GTSE1-FKBP-GFP_Tubulin_Staining_010.tif	blind_0118
FL_GTSE1-FKBP-GFP_Tubulin_Staining_011.tif	blind_0030
FL_GTSE1-FKBP-GFP_Tubulin_Staining_012.tif	blind_0084
GTSE1(1-160)-FKBP-GFP_Tubulin_Staining_037.tif	blind_0070
GTSE1(1-160)-FKBP-GFP_Tubulin_Staining_038.tif	blind_0142
GTSE1(1-160)-FKBP-GFP_Tubulin_Staining_039.tif	blind_0032
GTSE1(1-160)-FKBP-GFP_Tubulin_Staining_040.tif	blind_0124
GTSE1(1-160)-FKBP-GFP_Tubulin_Staining_041.tif	blind_0132
GTSE1(1-160)-FKBP-GFP_Tubulin_Staining_042.tif	blind_0055
GTSE1(1-160)-FKBP-GFP_Tubulin_Staining_043.tif	blind_0119
GTSE1(1-160)-FKBP-GFP_Tubulin_Staining_044.tif	blind_0121
GTSE1(1-160)-FKBP-GFP_Tubulin_Staining_045.tif	blind_0027
GTSE1(1-160)-FKBP-GFP_Tubulin_Staining_046.tif	blind_0096
GTSE1(1-160)-FKBP-GFP_Tubulin_Staining_047.tif	blind_0043
GTSE1(1-160)-FKBP-GFP_Tubulin_Staining_048.tif	blind_0080
GTSE1(1-354)-FKBP-GFP_Tubulin_Staining_061.tif	blind_0086
GTSE1(1-354)-FKBP-GFP_Tubulin_Staining_062.tif	blind_0107
GTSE1(1-354)-FKBP-GFP_Tubulin_Staining_063.tif	blind_0083
GTSE1(1-354)-FKBP-GFP_Tubulin_Staining_064.tif	blind_0047
GTSE1(1-354)-FKBP-GFP_Tubulin_Staining_065.tif	blind_0090
GTSE1(1-354)-FKBP-GFP_Tubulin_Staining_066.tif	blind_0052
GTSE1(1-354)-FKBP-GFP_Tubulin_Staining_067.tif	blind_0066
GTSE1(1-354)-FKBP-GFP_Tubulin_Staining_068.tif	blind_0019
GTSE1(1-354)-FKBP-GFP_Tubulin_Staining_069.tif	blind_0011
GTSE1(1-354)-FKBP-GFP_Tubulin_Staining_070.tif	blind_0141
GTSE1(1-354)-FKBP-GFP_Tubulin_Staining_071.tif	blind_0065
GTSE1(1-354)-FKBP-GFP_Tubulin_Staining_072.tif	blind_0123
GTSE1(161-720)-FKBP-GFP_Tubulin_Staining_049.tif	blind_0068
GTSE1(161-720)-FKBP-GFP_Tubulin_Staining_050.tif	blind_0048
GTSE1(161-720)-FKBP-GFP_Tubulin_Staining_051.tif	blind_0056
GTSE1(161-720)-FKBP-GFP_Tubulin_Staining_052.tif	blind_0026
GTSE1(161-720)-FKBP-GFP_Tubulin_Staining_053.tif	blind_0113
GTSE1(161-720)-FKBP-GFP_Tubulin_Staining_054.tif	blind_0154
GTSE1(161-720)-FKBP-GFP_Tubulin_Staining_055.tif	blind_0023
GTSE1(161-720)-FKBP-GFP_Tubulin_Staining_056.tif	blind_0133
GTSE1(161-720)-FKBP-GFP_Tubulin_Staining_057.tif	blind_0037
GTSE1(161-720)-FKBP-GFP_Tubulin_Staining_059.tif	blind_0015
GTSE1(355-720)-FKBP-GFP_Tubulin_Staining_073.tif	blind_0100
GTSE1(355-720)-FKBP-GFP_Tubulin_Staining_074.tif	blind_0145
GTSE1(355-720)-FKBP-GFP_Tubulin_Staining_075.tif	blind_0140
GTSE1(355-720)-FKBP-GFP_Tubulin_Staining_076.tif	blind_0005
GTSE1(355-720)-FKBP-GFP_Tubulin_Staining_077.tif	blind_0008
GTSE1(355-720)-FKBP-GFP_Tubulin_Staining_078.tif	blind_0007
GTSE1(355-720)-FKBP-GFP_Tubulin_Staining_079.tif	blind_0095
GTSE1(355-720)-FKBP-GFP_Tubulin_Staining_080.tif	blind_0110
GTSE1(355-720)-FKBP-GFP_Tubulin_Staining_081.tif	blind_0012
GTSE1(355-720)-FKBP-GFP_Tubulin_Staining_082.tif	blind_0116
GTSE1(355-720)-FKBP-GFP_Tubulin_Staining_083.tif	blind_0148
GTSE1(355-720)-FKBP-GFP_Tubulin_Staining_084.tif	blind_0079
GTSE1(400-720)-FKBP-GFP_Tubulin_Staining_085.tif	blind_0045
GTSE1(400-720)-FKBP-GFP_Tubulin_Staining_086.tif	blind_0073
GTSE1(400-720)-FKBP-GFP_Tubulin_Staining_087.tif	blind_0071
GTSE1(400-720)-FKBP-GFP_Tubulin_Staining_088.tif	blind_0122
GTSE1(400-720)-FKBP-GFP_Tubulin_Staining_089.tif	blind_0002
GTSE1(400-720)-FKBP-GFP_Tubulin_Staining_090.tif	blind_0130
GTSE1(400-720)-FKBP-GFP_Tubulin_Staining_092.tif	blind_0152
GTSE1(400-720)-FKBP-GFP_Tubulin_Staining_093.tif	blind_0135
GTSE1(400-720)-FKBP-GFP_Tubulin_Staining_094.tif	blind_0021
GTSE1(400-720)-FKBP-GFP_Tubulin_Staining_095.tif	blind_0057
GTSE1(400-720)-FKBP-GFP_Tubulin_Staining_096.tif	blind_0127
GTSE1(400-720)-FKBP-GFP_Tubulin_Staining_097.tif	blind_0097
GTSE1(400-720)-FKBP-GFP_Tubulin_Staining_098.tif	blind_0138
GTSE1(450-720)-FKBP-GFP_Tubulin_Staining_099.tif	blind_0149
GTSE1(450-720)-FKBP-GFP_Tubulin_Staining_100.tif	blind_0072
GTSE1(450-720)-FKBP-GFP_Tubulin_Staining_101.tif	blind_0058
GTSE1(450-720)-FKBP-GFP_Tubulin_Staining_102.tif	blind_0022
GTSE1(450-720)-FKBP-GFP_Tubulin_Staining_103.tif	blind_0029
GTSE1(450-720)-FKBP-GFP_Tubulin_Staining_104.tif	blind_0006
GTSE1(450-720)-FKBP-GFP_Tubulin_Staining_105.tif	blind_0157
GTSE1(450-720)-FKBP-GFP_Tubulin_Staining_106.tif	blind_0051
GTSE1(450-720)-FKBP-GFP_Tubulin_Staining_107.tif	blind_0092
GTSE1(450-720)-FKBP-GFP_Tubulin_Staining_108.tif	blind_0078
GTSE1(450-720)-FKBP-GFP_Tubulin_Staining_109.tif	blind_0082
GTSE1(450-720)-FKBP-GFP_Tubulin_Staining_110.tif	blind_0098
GTSE1(500-720)-FKBP-GFP_Tubulin_Staining_111.tif	blind_0040
GTSE1(500-720)-FKBP-GFP_Tubulin_Staining_112.tif	blind_0150
GTSE1(500-720)-FKBP-GFP_Tubulin_Staining_113.tif	blind_0059
GTSE1(500-720)-FKBP-GFP_Tubulin_Staining_114.tif	blind_0117
GTSE1(500-720)-FKBP-GFP_Tubulin_Staining_115.tif	blind_0104
GTSE1(500-720)-FKBP-GFP_Tubulin_Staining_116.tif	blind_0089
GTSE1(500-720)-FKBP-GFP_Tubulin_Staining_117.tif	blind_0106
GTSE1(500-720)-FKBP-GFP_Tubulin_Staining_118.tif	blind_0041
GTSE1(500-720)-FKBP-GFP_Tubulin_Staining_119.tif	blind_0036
GTSE1(500-720)-FKBP-GFP_Tubulin_Staining_120.tif	blind_0103
GTSE1(500-720)-FKBP-GFP_Tubulin_Staining_121.tif	blind_0144
GTSE1(500-720)-FKBP-GFP_Tubulin_Staining_122.tif	blind_0081
GTSE1(550-720)-FKBP-GFP_Tubulin_Staining_123.tif	blind_0004
GTSE1(550-720)-FKBP-GFP_Tubulin_Staining_124.tif	blind_0099
