measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.3378,1832.5048,326.4128,1331.3689,2530.2394,18.4311,57.0185,0.8171,1.0441,130.5168,63330.6615
microtubule,2,3,1.6346,1099.3171,377.7891,590.705,2421.8161,26.8296,50.6629,0.0454,1.6343,105.0634,50979.8704
microtubule,3,3,1.6546,1028.2025,301.6532,593.9005,1727.9828,33.4575,61.649,1.2711,1.0441,99.6407,48348.6278
microtubule,1,2,1.3378,1016.2314,177.5587,605.6525,1284.3906,18.4311,57.0185,0.8171,1.0441,78.4866,38084.0333
microtubule,2,2,1.6346,774.1336,181.282,548.3191,1116.6525,26.8296,50.6629,0.0454,1.6343,78.3396,38012.6911
microtubule,3,2,1.6546,684.5201,72.9136,522.6607,811.5578,33.4575,61.649,1.2711,1.0441,71.5063,34696.9896
background,1,3,1.3378,387.7483,123.8966,207.1142,713.4828,18.8397,57.0639,0.8171,1.0441,41.1928,19987.9663
background,2,3,1.6346,140.145,54.2029,12.1495,249.9828,27.2381,50.7991,0.0454,1.6343,31.924,15490.5
background,3,3,1.6546,156.0985,47.8079,86.5219,334.4828,32.9582,61.8306,1.2711,1.0441,33.1405,16080.7819
background,1,2,1.3378,612.359,69.7129,508.3102,781.634,18.8397,57.0639,0.8171,1.0441,53.5166,25967.8627
background,2,2,1.6346,468.9373,130.9868,238.5969,665.7636,27.2381,50.7991,0.0454,1.6343,55.0676,26720.426
background,3,2,1.6546,682.3728,58.3415,524.027,816.6751,32.9582,61.8306,1.2711,1.0441,71.3426,34617.539
