measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.7246,1177.9054,289.0093,441.7715,1733.8001,54.7033,44.489,0.4994,2.6784,181.2222,87934.4188
microtubule,2,3,2.5976,1186.733,249.057,666.3576,1862.3576,52.7512,36.3629,0.227,2.5876,173.3648,84121.7721
microtubule,3,3,2.3571,940.3423,289.0525,293.9138,1472.7466,51.4801,30.4159,0.6356,2.2698,131.5072,63811.1875
microtubule,1,2,2.7246,212.6809,54.5865,92.9224,348.3324,54.7033,44.489,0.4994,2.6784,64.2093,31156.2684
microtubule,2,2,2.5976,269.4466,53.4204,125.168,359.8873,52.7512,36.3629,0.227,2.5876,67.8367,32916.4035
microtubule,3,2,2.3571,264.9126,35.2604,194.1975,323.3292,51.4801,30.4159,0.6356,2.2698,61.4935,29838.4794
background,1,3,2.7246,110.5504,29.928,16.1398,170.3348,54.3855,44.489,0.4994,2.6784,47.0411,22825.7617
background,2,3,2.5976,92.4298,36.472,31.6076,223.6076,53.2052,36.9077,0.227,2.5876,42.5617,20652.1886
background,3,3,2.3571,210.8661,47.5778,122.6535,341.3576,51.7525,30.4159,0.6356,2.2698,51.829,25148.9511
background,1,2,2.7246,215.8055,39.0819,134.3424,298.3699,54.3855,44.489,0.4994,2.6784,64.6021,31346.8709
background,2,2,2.5976,233.781,40.0742,173.9224,340.2382,53.2052,36.9077,0.227,2.5876,63.5736,30847.7983
background,3,2,2.3571,231.8927,57.8402,114.4461,331.7819,51.7525,30.4159,0.6356,2.2698,57.8869,28088.4276
