measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.0185,1284.1881,269.9406,767.1813,1880.5408,61.0588,13.7099,2.9508,0.6356,212.0405,102888.367
microtubule,2,3,2.7707,1369.6329,369.3661,424.4215,2100.3269,53.523,4.5397,0.8625,2.633,207.1343,100507.712
microtubule,3,3,2.2848,1547.9658,377.9889,992.8792,2556.6472,21.9267,35.682,0.8171,2.1337,189.1283,91770.6736
microtubule,1,2,3.0185,230.9717,71.0723,109.4507,446.0278,61.0588,13.7099,2.9508,0.6356,70.8651,34385.8525
microtubule,2,2,2.7707,289.452,79.9575,103.0577,463.6498,53.523,4.5397,0.8625,2.633,73.0489,35445.5211
microtubule,3,2,2.2848,428.4885,105.6105,287.71,734.238,21.9267,35.682,0.8171,2.1337,74.7021,36247.6656
background,1,3,3.0185,139.9567,25.406,72.8764,190.5716,61.0588,13.3013,2.9508,0.6356,54.0463,26224.8665
background,2,3,2.7707,153.2957,28.2743,92.4246,230.0701,54.0677,4.4489,0.8625,2.633,51.7174,25094.8064
background,3,3,2.2848,334.2025,87.7662,204.7264,557.5408,21.6089,35.682,0.8171,2.1337,61.5559,29868.7458
background,1,2,3.0185,73.2901,35.7835,15.7252,188.3257,61.0588,13.3013,2.9508,0.6356,49.0926,23821.1849
background,2,2,2.7707,137.4906,39.6603,47.6997,229.3001,54.0677,4.4489,0.8625,2.633,53.6321,26023.9161
background,3,2,2.2848,201.5741,38.0582,106.498,307.2692,21.6089,35.682,0.8171,2.1337,50.8523,24675.0288
