measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.6788,3469.3475,414.9521,2799.4628,4585.1916,69.9112,23.6064,2.6784,0.0454,459.2656,222849.356
microtubule,2,3,2.7408,3324.1993,334.6223,2346.1916,3956.0715,66.8242,20.3378,1.2257,2.4514,448.6729,217709.47
microtubule,3,3,2.1225,5912.596,799.0302,4709.1804,7389.6652,69.4119,26.194,1.5889,1.4073,609.104,295555.41
microtubule,1,2,2.6788,1534.6337,205.9762,1154.5044,1949.5553,69.9112,23.6064,2.6784,0.0454,219.3131,106417.254
microtubule,2,2,2.7408,1843.264,160.0189,1501.1028,2201.5128,66.8242,20.3378,1.2257,2.4514,261.7674,127017.325
microtubule,3,2,2.1225,3091.1394,221.2866,2667.8712,3446.2066,69.4119,26.194,1.5889,1.4073,329.4235,159846.076
background,1,3,2.6788,719.1301,122.682,527.1874,1219.9416,70.0928,23.3794,2.6784,0.0454,119.1936,57836.3093
background,2,3,2.7408,524.0552,49.6254,429.0716,669.1916,66.3703,20.6102,1.2257,2.4514,96.6566,46900.6801
background,3,3,2.1225,786.4632,164.0966,509.0987,1265.9416,69.5481,25.4223,1.5889,1.4073,102.0157,49501.0363
background,1,2,2.6788,572.6326,84.3661,406.695,751.7628,70.0928,23.3794,2.6784,0.0454,100.359,48697.1865
background,2,2,2.7408,505.9799,47.4636,381.0128,623.0128,66.3703,20.6102,1.2257,2.4514,93.6525,45442.9949
background,3,2,2.1225,674.582,97.6561,515.3716,1003.0128,69.5481,25.4223,1.5889,1.4073,90.3723,43851.322
