measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.8018,1860.1392,786.6358,846.7527,4178.8418,36.2721,44.2166,1.2711,2.4968,285.9834,138767.654
microtubule,2,3,2.305,2512.1008,388.9522,1867.1792,3480.8679,51.7071,35.9544,1.2257,1.9521,305.9177,148440.385
microtubule,3,3,2.9114,3764.2205,1606.018,1945.2231,9014.1616,19.5207,25.8308,2.86,0.5448,550.1275,266938.264
microtubule,1,2,2.8018,487.6351,133.8001,303.9965,911.2109,36.2721,44.2166,1.2711,2.4968,102.2118,49596.1889
microtubule,2,2,2.305,465.2948,50.1236,319.394,578.394,51.7071,35.9544,1.2257,1.9521,81.9711,39774.8431
microtubule,3,2,2.9114,328.1888,85.528,200.894,539.4633,19.5207,25.8308,2.86,0.5448,84.0976,40806.6621
background,1,3,2.8018,110.6548,41.2464,33.478,226.4551,35.2734,44.262,1.2711,2.4968,58.8384,28550.1373
background,2,3,2.305,126.9698,38.8913,59.3803,255.993,52.4788,35.8636,1.2257,1.9521,50.3134,24413.5712
background,3,3,2.9114,306.3593,63.19,196.478,440.6889,19.2029,26.3302,2.86,0.5448,86.9223,42177.2871
background,1,2,2.8018,54.4209,27.4397,0.7905,116.394,35.2734,44.262,1.2711,2.4968,45.9652,22303.6941
background,2,2,2.305,90.9045,25.9384,38.4081,156.078,52.4788,35.8636,1.2257,1.9521,41.8493,20306.5479
background,3,2,2.9114,164.9547,64.2177,59.3413,324.2182,19.2029,26.3302,2.86,0.5448,62.2312,30196.4482
