measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.9679,9068.303,977.1068,7257.1648,11176.3191,42.9001,23.5156,2.9508,0.3178,1282.6688,622389.122
microtubule,2,3,2.9686,6610.2042,2768.287,2370.5032,14617.0105,29.4172,30.2343,2.7238,1.1803,948.3231,460154.602
microtubule,3,3,2.4405,4607.1455,510.7756,3472.1648,5684.1648,63.9642,24.5143,1.6797,1.7705,563.2258,273293.938
microtubule,1,2,2.9679,15138.0102,908.4389,12649.7556,16002.8484,42.9001,23.5156,2.9508,0.3178,2110.7498,1024198.68
microtubule,2,2,2.9686,6631.6135,2517.6188,2396.3098,13790.2947,29.4172,30.2343,2.7238,1.1803,953.7265,462776.494
microtubule,3,2,2.4405,5653.1787,661.2575,4271.8484,6752.8855,63.9642,24.5143,1.6797,1.7705,683.8681,331833.167
background,1,3,2.9679,1622.7445,379.1615,1080.6725,2534.1416,43.0363,23.2432,2.9508,0.3178,269.9386,130982.258
background,2,3,2.9686,834.7249,183.511,467.2417,1292.1648,29.2356,30.6429,2.7238,1.1803,162.7538,78972.9694
background,3,3,2.4405,875.3303,155.0636,640.85,1422.9148,64.2366,24.3781,1.6797,1.7705,140.2307,68044.1047
background,1,2,2.9679,4108.1846,231.7922,3741.9905,4700.3255,43.0363,23.2432,2.9508,0.3178,610.4947,296230.192
background,2,2,2.9686,1687.1433,116.8575,1370.3561,1946.156,29.2356,30.6429,2.7238,1.1803,281.1894,136441.462
background,3,2,2.4405,2798.7939,490.0739,1931.3484,3734.0984,64.2366,24.3781,1.6797,1.7705,360.3283,174842.004
