measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.9072,2682.6539,431.8297,1664.2704,3719.903,30.0528,48.6655,1.4981,1.1803,261.811,127038.492
microtubule,2,3,2.258,1773.3988,465.5068,1016.1104,3007.2704,19.3845,37.0439,1.9521,1.1349,214.9529,104301.55
microtubule,3,3,1.0352,2117.7788,556.438,1351.0416,3087.3007,27.5105,46.4864,0.8171,0.6356,118.1877,57348.202
microtubule,1,2,1.9072,2055.3545,247.5853,1512.6976,2454.9867,30.0528,48.6655,1.4981,1.1803,202.3727,98197.2479
microtubule,2,2,2.258,1795.1356,531.926,839.0175,2936.3375,19.3845,37.0439,1.9521,1.1349,212.6731,103195.339
microtubule,3,2,1.0352,2022.6788,572.2505,1365.6976,3176.2552,27.5105,46.4864,0.8171,0.6356,111.336,54023.5499
background,1,3,1.9072,351.3776,80.9509,204.9167,532.6683,30.2797,49.0287,1.4981,1.1803,55.2184,26793.6088
background,2,3,2.258,604.4814,150.3311,387.3104,1116.0204,19.5207,37.3163,1.9521,1.1349,92.094,44686.7597
background,3,3,1.0352,468.7538,159.7345,289.0908,836.8318,27.8283,46.3502,0.8171,0.6356,36.6251,17771.601
background,1,2,1.9072,311.7721,44.0495,247.4425,416.3643,30.2797,49.0287,1.4981,1.1803,47.8602,23223.2041
background,2,2,2.258,497.9996,122.4638,306.1776,760.7376,19.5207,37.3163,1.9521,1.1349,76.3379,37041.4001
background,3,2,1.0352,512.0159,155.7173,337.3365,884.6976,27.8283,46.3502,0.8171,0.6356,36.617,17767.6388
