measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.0252,2420.6554,524.5802,1540.2121,3479.5438,49.6642,22.7892,2.86,1.0441,381.2061,184972.55
microtubule,2,3,1.6083,2740.863,1294.6933,935.9538,5213.7047,43.0363,20.6102,1.4981,0.5448,225.5717,109454.121
microtubule,3,3,2.5451,2013.5972,603.4826,896.6545,3311.0626,37.6794,43.8988,2.3152,1.0895,271.7232,131848.204
microtubule,1,2,3.0252,111.4873,30.4231,35.6387,183.6717,49.6642,22.7892,2.86,1.0441,48.6191,23591.4402
microtubule,2,2,1.6083,265.248,101.9805,151.3948,555.5938,43.0363,20.6102,1.4981,0.5448,37.1473,18024.9704
microtubule,3,2,2.5451,189.488,42.6176,111.7245,291.2347,37.6794,43.8988,2.3152,1.0895,49.917,24221.2178
background,1,3,3.0252,294.7317,99.6866,169.0409,641.7662,49.6642,23.4248,2.86,1.0441,83.2796,40409.7433
background,2,3,1.6083,221.0619,30.3259,166.1561,286.1511,43.2633,20.1562,1.4981,0.5448,38.6235,18741.2785
background,3,3,2.5451,282.0838,132.984,120.9561,757.3597,38.088,44.489,2.3152,1.0895,68.3222,33151.9434
background,1,2,3.0252,131.4256,28.9105,61.617,210.4798,49.6642,23.4248,2.86,1.0441,51.4133,24947.2407
background,2,2,1.6083,200.3014,65.1438,92.9217,318.749,43.2633,20.1562,1.4981,0.5448,32.3288,15686.8917
background,3,2,2.5451,157.4523,36.7075,51.1032,229.466,38.088,44.489,2.3152,1.0895,46.1538,22395.1815
