measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.137,2081.9778,687.5673,1117.0067,3752.037,33.2305,29.0994,0.454,2.0883,231.6443,112400.728
microtubule,2,3,2.4405,1553.725,940.8606,635.0954,3932.2589,32.9128,14.981,2.3152,0.7717,205.5492,99738.5958
microtubule,3,3,2.6703,1350.3699,456.5213,672.7709,2703.5274,59.9693,25.3315,2.1791,1.5435,199.0901,96604.4318
microtubule,1,2,2.137,350.334,48.0999,254.9424,449.5626,33.2305,29.0994,0.454,2.0883,60.5707,29390.6863
microtubule,2,2,2.4405,386.5885,61.9319,224.491,483.7029,32.9128,14.981,2.3152,0.7717,73.5133,35670.8251
microtubule,3,2,2.6703,589.9719,156.4124,388.7844,910.4526,59.9693,25.3315,2.1791,1.5435,105.3452,51116.636
background,1,3,2.137,275.2605,127.4456,139.1489,684.5029,32.7766,29.1448,0.454,2.0883,52.9199,25678.2938
background,2,3,2.4405,260.63,49.8679,184.5552,387.9544,32.6404,14.7994,2.3152,0.7717,58.979,28618.3724
background,3,3,2.6703,188.4963,51.4184,79.9401,287.6781,59.3338,25.9216,2.1791,1.5435,55.4212,26892.0193
background,1,2,2.137,312.6366,50.6506,198.5042,414.9795,32.7766,29.1448,0.454,2.0883,56.8415,27581.213
background,2,2,2.4405,338.0469,64.72,228.9498,486.2914,32.6404,14.7994,2.3152,0.7717,68.0112,33001.0383
background,3,2,2.6703,447.7485,97.6058,200.5528,657.028,59.3338,25.9216,2.1791,1.5435,87.7589,42583.2276
