measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.1612,5098.461,1477.0986,2889.2992,10378.5848,54.2039,25.8308,2.5876,1.8159,820.558,398159.208
microtubule,2,3,2.5071,15035.6839,1797.9003,8547.2215,15873.5848,57.2455,52.388,0.227,2.4968,1794.048,870525.548
microtubule,3,3,2.0149,7880.992,3488.7389,5339.1473,15873.5848,39.9947,18.4765,0.4994,1.9521,778.1227,377568.324
microtubule,1,2,3.1612,369.9941,89.4956,225.9264,709.906,54.2039,25.8308,2.5876,1.8159,99.5121,48286.2532
microtubule,2,2,2.5071,1141.4693,433.2071,524.8151,1970.2695,57.2455,52.388,0.227,2.4968,167.5238,81287.5453
microtubule,3,2,2.0149,734.0715,177.7954,530.906,1284.906,39.9947,18.4765,0.4994,1.9521,96.8355,46987.4487
background,1,3,3.1612,425.5061,73.0842,289.3256,786.5848,54.3401,25.1499,2.5876,1.8159,136.7999,66379.4102
background,2,3,2.5071,871.2204,140.6039,611.3121,1083.0394,57.9719,52.3426,0.227,2.4968,159.3381,77315.5909
background,3,3,2.0149,239.4375,88.1622,119.4541,476.0848,40.9026,18.0226,0.4994,1.9521,69.4483,33698.3693
background,1,2,3.1612,157.7308,50.1815,15.906,245.7693,54.3401,25.1499,2.5876,1.8159,68.4533,33215.5592
background,2,2,2.5071,83.3252,32.5487,25.7469,146.5651,57.9719,52.3426,0.227,2.4968,45.4042,22031.4773
background,3,2,2.0149,349.8412,66.1544,182.906,459.3605,40.9026,18.0226,0.4994,1.9521,61.2021,29697.0852
