measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.0169,2376.605,637.1224,1283.3758,3335.048,18.7943,58.789,0.8625,1.8159,251.6311,122098.906
microtubule,2,3,2.1077,1934.2965,741.608,955.9084,3711.3697,22.0629,56.1106,1.9521,0.7717,219.9721,106737.023
microtubule,3,3,1.8583,3324.8433,959.8194,1638.9409,4979.0304,30.6883,58.108,0.9533,1.5889,316.9323,153784.988
microtubule,1,2,2.0169,124.6131,33.9422,43.8608,188.9159,18.7943,58.789,0.8625,1.8159,31.5096,15289.4132
microtubule,2,2,2.1077,269.0369,51.0378,176.3267,365.2662,22.0629,56.1106,1.9521,0.7717,46.8991,22756.8583
microtubule,3,2,1.8583,201.2918,83.4437,37.1345,360.2156,30.6883,58.108,0.9533,1.5889,36.0461,17490.6248
background,1,3,2.0169,89.7464,74.5364,-18.204,234.0687,18.6581,59.8785,0.8625,1.8159,39.5488,19190.27
background,2,3,2.1077,132.53,74.8855,-7.9277,438.296,21.3819,55.8836,1.9521,0.7717,45.4506,22053.9981
background,3,3,1.8583,60.7335,38.5536,-44.0447,149.9793,29.2356,58.5166,0.9533,1.5889,34.401,16692.3766
background,1,2,2.0169,22.6228,26.9312,-19.7177,101.8484,18.6581,59.8785,0.8625,1.8159,22.0511,10699.8484
background,2,2,2.1077,229.8016,37.2791,157.5346,309.9339,21.3819,55.8836,1.9521,0.7717,43.0988,20912.7983
background,3,2,1.8583,75.8763,38.3538,0.9666,148.3715,29.2356,58.5166,0.9533,1.5889,25.1905,12223.173
