measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.5421,3459.5643,1108.4518,1478.1498,5246.5344,60.4687,30.9607,3.541,0.09079,619.0064,300360.359
microtubule,2,3,3.0086,5228.6348,592.0457,4151.5344,6924.989,60.1509,48.0753,0.2724,2.9962,769.2515,373263.728
microtubule,3,3,2.4363,15669.4489,816.3287,12846.4231,16040.5344,47.4852,46.9404,1.0895,2.1791,1814.9242,880655.296
microtubule,1,2,3.5421,4094.4946,295.7713,3415.1617,4820.8798,60.4687,30.9607,3.541,0.09079,715.5225,347192.822
microtubule,2,2,3.0086,6317.9093,1012.2778,4814.6488,8726.3763,60.1509,48.0753,0.2724,2.9962,913.8422,443423.456
microtubule,3,2,2.4363,8199.122,556.2421,6866.7967,8919.5629,47.4852,46.9404,1.0895,2.1791,963.4013,467471.025
background,1,3,3.5421,439.6964,131.8252,201.5344,771.201,60.0601,31.4601,3.541,0.09079,127.3434,61790.7949
background,2,3,3.0086,430.1721,159.3977,235.4435,897.5344,60.6957,48.3477,0.2724,2.9962,106.685,51766.7274
background,3,3,2.4363,1163.4933,379.8985,815.9789,2634.5344,48.4839,47.3036,1.0895,2.1791,170.698,82827.7406
background,1,2,3.5421,4357.4544,1009.3253,2509.2386,6320.2128,60.0601,31.4601,3.541,0.09079,758.3348,367966.641
background,2,2,3.0086,5874.8632,1182.7793,3206.6488,7538.1942,60.6957,48.3477,0.2724,2.9962,852.6669,413739.363
background,3,2,2.4363,5447.798,1081.8866,3539.6241,7220.1425,48.4839,47.3036,1.0895,2.1791,651.5433,316148.208
