measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.6098,2343.2286,647.5772,1209.5148,3758.5148,20.8826,19.6569,0.5902,2.5422,314.5714,152639.399
microtubule,2,3,2.5018,2383.6041,464.3659,1503.5221,3320.0602,21.9721,18.4765,0.4994,2.4514,308.3838,149637
microtubule,3,3,2.2152,1611.4717,569.5617,841.9434,3140.5148,35.2734,12.3934,1.5889,1.5435,195.7791,94997.8456
microtubule,1,2,2.6098,439.8972,187.754,137.5428,752.0442,20.8826,19.6569,0.5902,2.5422,81.9211,39750.5535
microtubule,2,2,2.5018,481.1353,106.1923,283.5428,725.7246,21.9721,18.4765,0.4994,2.4514,83.8555,40689.1819
microtubule,3,2,2.2152,188.1708,43.6061,116.6098,316.7498,35.2734,12.3934,1.5889,1.5435,44.6828,21681.4023
background,1,3,2.6098,345.238,161.9582,114.0022,676.8651,21.3365,19.2937,0.5902,2.5422,75.7496,36755.9453
background,2,3,2.5018,423.8922,71.3125,245.0148,611.3294,21.4727,18.2042,0.4994,2.4514,82.2149,39893.1364
background,3,3,2.2152,171.5225,106.6486,50.5308,525.5148,34.6832,11.9394,1.5889,1.5435,47.401,23000.3863
background,1,2,2.6098,235.5056,74.6426,97.2602,396.7567,21.3365,19.2937,0.5902,2.5422,57.49,27895.8434
background,2,2,2.5018,221.032,37.9583,100.6083,300.7246,21.4727,18.2042,0.4994,2.4514,53.8372,26123.3962
background,3,2,2.2152,178.9011,30.3936,113.2469,245.416,34.6832,11.9394,1.5889,1.5435,43.7276,21217.9126
