 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,5.498,863.868,67.115,666,1151,4749.917,2304801.000
2,1.583,3643.805,142.376,3214,3998,5767.251,2798442.000
3,1.583,2359.885,254.309,1880,3025,3735.121,1812392.000
4,1.583,2773.307,389.471,2033,3701,4389.467,2129900.000
5,208.604,2520.955,578.229,1217,4292,525881.896,255173561.000
6,5.498,1059.858,68.788,817,1281,5827.552,2827702.000
7,1.583,1496.896,95.260,1283,1785,2369.220,1149616.000
8,1.583,1307.895,139.194,1016,1769,2070.077,1004463.000
9,1.583,1469.380,157.632,1104,1793,2325.669,1128484.000
10,208.604,1320.787,154.463,862,2044,275521.753,133691362.000
