 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,5.498,686.868,57.967,497,880,3776.693,1832564
2,1.583,1995.073,122.200,1664,2515,3157.712,1532216
3,1.583,1724.480,178.845,1363,2248,2729.431,1324401
4,1.583,2618.667,581.225,1524,4155,4144.708,2011136
5,208.604,1818.359,423.043,693,4155,379317.438,184056120
6,5.498,769.483,61.585,592,996,4230.946,2052981
7,1.583,981.979,65.392,749,1184,1554.233,754160
8,1.583,911.750,79.106,719,1150,1443.077,700224
9,1.583,959.917,94.514,731,1173,1519.313,737216
10,208.604,899.178,100.416,571,1289,187572.287,91015661
