 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.534,651.120,68.260,410,914,2952.135,1432464
2,1.583,4374.349,204.771,3760,4855,6923.524,3359500
3,1.583,2641.909,306.295,2036,3361,4181.495,2028986
4,1.583,2803.697,199.162,2408,3403,4437.566,2153239
5,218.274,3035.746,673.619,1398,5104,662624.134,321524968
6,4.534,946.543,102.445,675,1344,4291.565,2082395
7,1.583,7108.980,286.043,6241,7775,11251.776,5459697
8,1.583,4353.100,539.389,3329,5586,6889.892,3343181
9,1.583,4915.158,240.233,4149,5638,7779.491,3774841
10,218.274,5317.944,1151.113,2162,8090,1160768.371,563239391
