 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.534,730.399,71.782,493,1011,3311.579,1606877.000
2,1.583,3079.971,170.883,2530,3518,4874.841,2365418.000
3,1.583,2067.658,345.654,1437,2811,3272.596,1587961.000
4,1.583,3461.413,519.156,2350,5218,5478.569,2658365.000
5,218.274,2726.421,533.179,1162,6740,595106.506,288763404.000
6,4.534,942.801,80.500,703,1304,4274.597,2074162.000
7,1.583,5537.772,186.612,4980,6199,8764.938,4253009.000
8,1.583,3278.775,639.844,1912,4528,5189.498,2518099.000
9,1.583,4010.910,295.682,3340,4812,6348.289,3080379.000
10,218.274,4263.837,951.525,1492,6411,930684.307,451595749.000
