 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,204.692,27.803,128,265,465.483,34593.000
2,2.274,257.757,33.615,177,341,586.157,43561.000
3,2.274,345.793,51.467,212,460,786.355,58439.000
4,2.274,205.893,25.430,140,280,468.215,34796.000
5,2.274,254.870,29.726,179,321,579.590,43073.000
6,2.274,332.568,37.322,230,439,756.281,56204.000
7,2.274,168.385,25.409,112,228,382.917,28457.000
8,2.274,231.746,26.985,160,309,527.004,39165.000
9,2.274,253.101,56.685,151,389,575.567,42774.000
10,2.274,134.959,18.380,96,194,306.904,22808.000
11,2.274,194.935,22.972,139,272,443.295,32944.000
12,2.274,147.000,19.816,92,199,334.287,24843.000
13,2.274,131.077,18.548,82,192,298.077,22152.000
14,2.274,199.533,29.422,133,302,453.750,33721.000
15,2.274,140.112,21.384,97,210,318.625,23679.000
16,2.274,121.284,17.281,76,168,275.808,20497.000
17,2.274,153.402,20.090,100,209,348.847,25925.000
18,2.274,133.379,16.583,90,175,303.312,22541.000
19,2.274,112.237,15.010,76,151,255.233,18968.000
20,2.274,121.769,16.195,72,170,276.911,20579.000
21,2.274,117.805,20.233,62,168,267.896,19909.000
